id_operacion,producto,region,saldo,score,dias_mora,linea_no_usada,factor_conversion,pd_12m,pd_lifetime,lgd
A004265,Automotriz,Metropolitana,4543316,950,157,0,0.0,0.001522,0.003552,0.3035
A001048,Consumo,Metropolitana,1538411,749,257,0,0.0,0.022527,0.071686,0.5755
A005884,Tarjeta,Otras,627799,820,0,392939,0.4,0.008752,0.029635,0.6509
A010245,Consumo,Metropolitana,114575,945,0,0,0.0,0.001628,0.004414,0.6213
A009685,Tarjeta,Metropolitana,914834,851,90,1529270,0.4,0.005774,0.015445,0.7127
A008968,Consumo,Otras,3136781,894,0,0,0.0,0.003237,0.007309,0.6019
A011559,Automotriz,Metropolitana,1228402,895,0,0,0.0,0.003194,0.009286,0.3884
A007414,Consumo,Otras,217482,905,0,0,0.0,0.002792,0.008482,0.566
A006554,Consumo,Metropolitana,3673297,649,0,0,0.0,0.081741,0.247131,0.6895
A003802,Microempresa,Valparaíso,1464815,686,0,1872873,0.4,0.051226,0.115138,0.562
A003289,Consumo,Metropolitana,1138598,814,0,0,0.0,0.009484,0.030303,0.637
A006190,Automotriz,Metropolitana,2380660,762,0,0,0.0,0.018966,0.058417,0.3361
A008837,Tarjeta,Metropolitana,1758938,830,0,2977378,0.4,0.007654,0.022451,0.6928
A007447,Consumo,Valparaíso,6919408,706,450,0,0.0,0.039575,0.104418,0.5959
A009912,Tarjeta,Biobío,820260,844,0,678377,0.4,0.006343,0.016666,0.7685
A005668,Microempresa,Metropolitana,704916,887,0,1519593,0.4,0.003557,0.00777,0.5387
A001370,Automotriz,Metropolitana,3634809,878,71,0,0.0,0.004016,0.00932,0.4226
A007844,Microempresa,Biobío,2322245,695,0,4178701,0.4,0.045628,0.152405,0.5861
A002803,Consumo,Metropolitana,2355521,910,0,0,0.0,0.00261,0.007027,0.609
A006438,Microempresa,Biobío,769595,886,1,1207981,0.4,0.003606,0.010497,0.5583
A013305,Consumo,Otras,2898210,788,0,0,0.0,0.013423,0.036148,0.5969
A007615,Consumo,Valparaíso,605847,871,0,0,0.0,0.004412,0.013353,0.5316
A010650,Tarjeta,Otras,1201947,816,0,1239395,0.4,0.009233,0.023042,0.7711
A010292,Automotriz,Biobío,102092,832,0,0,0.0,0.007451,0.018087,0.2917
A000363,Microempresa,Otras,1881953,790,0,3952885,0.4,0.013069,0.031656,0.4829
A013131,Consumo,Metropolitana,157101,881,0,0,0.0,0.003857,0.013036,0.6175
A009746,Tarjeta,Metropolitana,2968932,768,0,5362738,0.4,0.017515,0.037864,0.7356
A002781,Tarjeta,Biobío,1145692,662,0,1617573,0.4,0.069487,0.223343,0.6528
A007011,Consumo,Valparaíso,3393963,915,0,0,0.0,0.00244,0.007623,0.6227
A004659,Consumo,Metropolitana,2419091,819,0,0,0.0,0.00887,0.030157,0.6243
A014618,Consumo,Metropolitana,1035748,851,40,0,0.0,0.005774,0.018995,0.6064
A002150,Automotriz,Metropolitana,564580,780,85,0,0.0,0.014932,0.043876,0.3553
A012288,Consumo,Metropolitana,619656,835,0,0,0.0,0.007157,0.017751,0.6084
A014399,Consumo,Otras,812069,840,0,0,0.0,0.006693,0.021414,0.6669
A013061,Automotriz,Metropolitana,412350,950,0,0,0.0,0.001522,0.003545,0.3273
A007864,Tarjeta,Otras,1757738,840,0,3701900,0.4,0.006693,0.017812,0.7655
A001734,Consumo,Otras,747538,830,0,0,0.0,0.007654,0.022059,0.7444
A009109,Consumo,Metropolitana,3733552,862,0,0,0.0,0.00498,0.011789,0.5974
A005974,Automotriz,Metropolitana,1395155,819,0,0,0.0,0.00887,0.019562,0.387
A012162,Consumo,Metropolitana,1117600,939,0,0,0.0,0.001765,0.004129,0.5712
A005789,Automotriz,Biobío,2298660,817,152,0,0.0,0.00911,0.029029,0.4032
A002565,Consumo,Metropolitana,2161854,815,0,0,0.0,0.009358,0.023145,0.6865
A007493,Tarjeta,Metropolitana,3245291,709,341,6379048,0.4,0.038062,0.080764,0.6356
A007260,Tarjeta,Otras,1936645,923,59,3425242,0.4,0.00219,0.005777,0.7381
A002510,Microempresa,Otras,2760648,863,37,1678771,0.4,0.004914,0.016566,0.5043
A013666,Consumo,Biobío,100154,915,0,0,0.0,0.00244,0.005401,0.6039
A014591,Consumo,Metropolitana,1920259,816,0,0,0.0,0.009233,0.027392,0.6898
A014931,Tarjeta,Metropolitana,669992,824,0,413717,0.4,0.008295,0.020817,0.6692
A000092,Microempresa,Metropolitana,806779,887,0,550213,0.4,0.003557,0.011416,0.5875
A011277,Tarjeta,Otras,1384697,768,0,450120,0.4,0.017515,0.055398,0.7558
A009148,Microempresa,Metropolitana,2119423,862,0,1445452,0.4,0.00498,0.013242,0.6111
A000320,Tarjeta,Metropolitana,636611,833,0,245691,0.4,0.007352,0.017826,0.693
A014130,Consumo,Metropolitana,3139002,895,90,0,0.0,0.003194,0.009696,0.6281
A009982,Tarjeta,Metropolitana,2871598,714,0,1930012,0.4,0.035664,0.075344,0.696
A000743,Tarjeta,Valparaíso,6845964,879,200,4083316,0.4,0.003962,0.010349,0.6362
A004068,Microempresa,Biobío,425719,921,0,920778,0.4,0.00225,0.005369,0.4861
A012789,Tarjeta,Biobío,335468,820,0,100769,0.4,0.008752,0.028839,0.8053
A012507,Automotriz,Metropolitana,1277220,774,0,0,0.0,0.016173,0.050558,0.2895
A005030,Automotriz,Valparaíso,4510192,830,71,0,0.0,0.007654,0.018906,0.4049
A013869,Tarjeta,Metropolitana,2001160,912,0,4091320,0.4,0.00254,0.008445,0.6647
A014554,Automotriz,Metropolitana,1236245,950,16,0,0.0,0.001522,0.003441,0.4948
A001164,Tarjeta,Metropolitana,856911,849,0,675973,0.4,0.005931,0.017902,0.6655
A010341,Automotriz,Metropolitana,1868166,839,0,0,0.0,0.006783,0.021454,0.3776
A000901,Consumo,Biobío,3784754,850,0,0,0.0,0.005852,0.012921,0.6259
A011142,Consumo,Metropolitana,3072427,831,0,0,0.0,0.007552,0.02157,0.579
A013539,Automotriz,Biobío,6888857,796,72,0,0.0,0.012064,0.033473,0.4154
A004004,Consumo,Metropolitana,2018482,784,0,0,0.0,0.014158,0.033173,0.6202
A005388,Consumo,Metropolitana,531634,841,0,0,0.0,0.006604,0.018496,0.6572
A001475,Consumo,Valparaíso,509049,835,0,0,0.0,0.007157,0.024132,0.7088
A000672,Microempresa,Otras,2206100,807,0,3943272,0.4,0.010415,0.032201,0.4598
A003097,Automotriz,Metropolitana,2513598,807,69,0,0.0,0.010415,0.024643,0.3524
A014024,Consumo,Metropolitana,931328,920,0,0,0.0,0.00228,0.007259,0.6235
A001018,Tarjeta,Metropolitana,1371494,913,0,2415227,0.4,0.002506,0.006949,0.6865
A011670,Consumo,Valparaíso,1816783,864,0,0,0.0,0.004848,0.010874,0.5901
A006835,Consumo,Otras,2033301,790,26,0,0.0,0.013069,0.039565,0.5607
A002142,Consumo,Metropolitana,240012,795,0,0,0.0,0.012226,0.035306,0.627
A012530,Consumo,Metropolitana,934162,915,49,0,0.0,0.00244,0.00624,0.5243
A007081,Automotriz,Metropolitana,2179988,936,0,0,0.0,0.001838,0.004232,0.4058
A012560,Consumo,Valparaíso,1837296,671,90,0,0.0,0.062023,0.191081,0.5526
A004386,Consumo,Metropolitana,168717,852,0,0,0.0,0.005697,0.01627,0.5067
A010117,Consumo,Metropolitana,279506,807,0,0,0.0,0.010415,0.028517,0.6184
A011422,Consumo,Biobío,2424953,809,0,0,0.0,0.01014,0.031319,0.6057
A012230,Tarjeta,Metropolitana,1819131,828,52,3892443,0.4,0.007862,0.016616,0.7688
A012022,Tarjeta,Metropolitana,2335877,725,0,4624343,0.4,0.03089,0.07525,0.7022
A011296,Automotriz,Metropolitana,2104225,816,0,0,0.0,0.009233,0.028108,0.3395
A007266,Automotriz,Metropolitana,2468124,874,0,0,0.0,0.004238,0.010462,0.3677
A005982,Automotriz,Metropolitana,854678,878,0,0,0.0,0.004016,0.008736,0.3664
A011721,Tarjeta,Metropolitana,3171251,802,0,2471365,0.4,0.011135,0.030882,0.6524
A003890,Tarjeta,Metropolitana,1820950,848,0,832688,0.4,0.006011,0.020272,0.6782
A006317,Consumo,Metropolitana,864629,913,0,0,0.0,0.002506,0.005509,0.5468
A000595,Consumo,Metropolitana,4191785,832,0,0,0.0,0.007451,0.022653,0.7236
A000065,Consumo,Biobío,1074885,776,0,0,0.0,0.015749,0.049614,0.5509
A005532,Consumo,Metropolitana,2406662,775,3,0,0.0,0.015959,0.046777,0.5382
A009081,Automotriz,Valparaíso,300583,781,0,0,0.0,0.014735,0.046334,0.4124
A001157,Consumo,Metropolitana,1039569,937,0,0,0.0,0.001813,0.005223,0.6025
A013348,Consumo,Metropolitana,2111395,678,0,0,0.0,0.056743,0.158431,0.6086
A001017,Consumo,Metropolitana,1097835,868,61,0,0.0,0.004594,0.013224,0.6713
A011353,Automotriz,Valparaíso,763980,838,0,0,0.0,0.006875,0.016783,0.4194
A009030,Tarjeta,Metropolitana,772641,864,0,1033177,0.4,0.004848,0.011768,0.6828
A007367,Consumo,Otras,160836,934,31,0,0.0,0.001888,0.004686,0.6304
A006491,Consumo,Valparaíso,1495306,904,0,0,0.0,0.002829,0.00891,0.5399
A005785,Consumo,Metropolitana,1261529,798,30,0,0.0,0.011746,0.03668,0.5706
A013044,Consumo,Biobío,1962018,799,4,0,0.0,0.01159,0.03527,0.5581
A011160,Consumo,Metropolitana,779930,902,0,0,0.0,0.002907,0.006266,0.6375
A010645,Automotriz,Biobío,9124014,787,116,0,0.0,0.013603,0.030371,0.3933
A013114,Automotriz,Metropolitana,1549630,659,0,0,0.0,0.072155,0.205995,0.3566
A004475,Consumo,Otras,994911,819,0,0,0.0,0.00887,0.029466,0.5917
A012742,Automotriz,Otras,2132756,921,0,0,0.0,0.00225,0.005112,0.3339
A002834,Microempresa,Metropolitana,1160121,887,0,1381495,0.4,0.003557,0.01186,0.598
A007370,Automotriz,Metropolitana,1842949,767,0,0,0.0,0.017749,0.053527,0.4544
A004430,Automotriz,Otras,1372452,950,0,0,0.0,0.001522,0.004878,0.3045
A000275,Microempresa,Otras,762334,872,0,448617,0.4,0.004353,0.012439,0.5628
A013817,Microempresa,Metropolitana,8507898,814,90,11130924,0.4,0.009484,0.022624,0.6138
A009773,Automotriz,Otras,3848666,807,64,0,0.0,0.010415,0.023813,0.3854
A002490,Consumo,Metropolitana,1061786,868,0,0,0.0,0.004594,0.014195,0.6183
A014532,Automotriz,Metropolitana,1069490,792,0,0,0.0,0.012725,0.039382,0.4283
A001832,Automotriz,Metropolitana,1850061,884,0,0,0.0,0.003704,0.011926,0.3771
A006285,Microempresa,Biobío,2243638,918,0,3014085,0.4,0.002343,0.007048,0.6108
A014551,Automotriz,Valparaíso,269403,689,0,0,0.0,0.049291,0.159357,0.3827
A001570,Automotriz,Otras,5149791,808,0,0,0.0,0.010276,0.026572,0.3712
A001803,Automotriz,Metropolitana,1078946,896,0,0,0.0,0.003151,0.007203,0.379
A002985,Tarjeta,Otras,2497816,783,0,1269665,0.4,0.014347,0.042326,0.6668
A010836,Consumo,Metropolitana,2487427,809,0,0,0.0,0.01014,0.023214,0.7204
A012224,Tarjeta,Otras,3580287,699,0,2386092,0.4,0.043331,0.141347,0.8209
A007202,Consumo,Metropolitana,740483,947,82,0,0.0,0.001584,0.004518,0.5502
A007101,Microempresa,Valparaíso,4153007,881,0,8348119,0.4,0.003857,0.011889,0.545
A013742,Consumo,Biobío,3154747,618,144,0,0.0,0.119203,0.363515,0.6558
A005741,Consumo,Metropolitana,1039865,804,0,0,0.0,0.010841,0.025124,0.5928
A011949,Consumo,Otras,383986,925,0,0,0.0,0.002132,0.004831,0.5182
A014198,Consumo,Metropolitana,2066414,913,50,0,0.0,0.002506,0.005401,0.5748
A007428,Automotriz,Biobío,739191,684,0,0,0.0,0.052556,0.118292,0.346
A011609,Tarjeta,Otras,6379234,719,126,2263266,0.4,0.033412,0.079748,0.7365
A005639,Consumo,Metropolitana,3780079,720,0,0,0.0,0.032978,0.107102,0.6197
A000469,Consumo,Metropolitana,819031,813,0,0,0.0,0.009612,0.023681,0.6587
A012947,Automotriz,Valparaíso,534170,898,0,0,0.0,0.003068,0.009348,0.2927
A002939,Consumo,Biobío,2604234,950,0,0,0.0,0.001522,0.004277,0.6562
A006682,Automotriz,Metropolitana,480204,799,0,0,0.0,0.01159,0.029789,0.3697
A010870,Automotriz,Otras,2857563,819,90,0,0.0,0.00887,0.022344,0.3461
A014699,Microempresa,Otras,1371783,805,0,1288530,0.4,0.010697,0.027677,0.5728
A002090,Tarjeta,Metropolitana,815003,806,0,1323593,0.4,0.010555,0.027666,0.6971
A004431,Automotriz,Metropolitana,217762,782,0,0,0.0,0.01454,0.038588,0.4057
A010235,Consumo,Valparaíso,443590,902,0,0,0.0,0.002907,0.008328,0.6172
A010667,Consumo,Biobío,664762,888,0,0,0.0,0.00351,0.0113,0.5895
A011950,Consumo,Otras,1632518,862,0,0,0.0,0.00498,0.012325,0.5284
A006837,Consumo,Valparaíso,857770,909,0,0,0.0,0.002645,0.007398,0.6469
A010628,Automotriz,Otras,327140,915,0,0,0.0,0.00244,0.006427,0.4642
A000241,Consumo,Metropolitana,132797,827,0,0,0.0,0.007968,0.020237,0.6474
A000373,Consumo,Valparaíso,6539674,932,0,0,0.0,0.00194,0.005177,0.6311
A010018,Tarjeta,Biobío,656942,950,0,1349110,0.4,0.001522,0.003797,0.8354
A006390,Tarjeta,Metropolitana,1439764,845,0,1758706,0.4,0.006258,0.014059,0.7768
A011613,Consumo,Valparaíso,4280854,781,0,0,0.0,0.014735,0.049863,0.6082
A014572,Automotriz,Metropolitana,803892,906,0,0,0.0,0.002754,0.009349,0.3873
A000564,Consumo,Metropolitana,2917624,567,0,0,0.0,0.212351,0.65404,0.6039
A003246,Consumo,Otras,2609410,837,0,0,0.0,0.006968,0.016204,0.5795
A010333,Consumo,Metropolitana,876240,896,0,0,0.0,0.003151,0.0104,0.5929
A002672,Consumo,Metropolitana,149755,939,0,0,0.0,0.001765,0.003781,0.5473
A003957,Automotriz,Otras,874795,800,135,0,0.0,0.011436,0.026103,0.3118
A009284,Tarjeta,Otras,2000006,824,0,3714016,0.4,0.008295,0.018826,0.7653
A005468,Automotriz,Biobío,972912,762,90,0,0.0,0.018966,0.054128,0.31
A003708,Consumo,Metropolitana,1932023,891,69,0,0.0,0.003371,0.01059,0.6891
A007803,Tarjeta,Metropolitana,815991,950,0,829850,0.4,0.001522,0.004566,0.7291
A003513,Automotriz,Valparaíso,199139,895,0,0,0.0,0.003194,0.008726,0.3645
A002422,Automotriz,Valparaíso,2548206,920,0,0,0.0,0.00228,0.005633,0.3241
A010918,Automotriz,Metropolitana,253062,895,0,0,0.0,0.003194,0.007677,0.3603
A012762,Tarjeta,Otras,5467743,823,0,7689169,0.4,0.008407,0.028529,0.7963
A011103,Consumo,Biobío,3175272,725,90,0,0.0,0.03089,0.08392,0.5791
A007573,Consumo,Metropolitana,1016658,831,0,0,0.0,0.007552,0.024834,0.6368
A012186,Consumo,Valparaíso,182538,812,0,0,0.0,0.009741,0.031905,0.5983
A007773,Consumo,Otras,769852,899,0,0,0.0,0.003027,0.006592,0.5612
A005961,Tarjeta,Biobío,4930204,947,0,3498666,0.4,0.001584,0.004723,0.6232
A012379,Consumo,Metropolitana,609829,839,0,0,0.0,0.006783,0.017005,0.5903
A005089,Consumo,Valparaíso,2311923,789,0,0,0.0,0.013245,0.03741,0.5325
A007970,Consumo,Metropolitana,1417382,893,0,0,0.0,0.003281,0.008462,0.5653
A013582,Consumo,Otras,3362928,849,0,0,0.0,0.005931,0.015307,0.5229
A011170,Consumo,Metropolitana,576263,868,0,0,0.0,0.004594,0.011857,0.6276
A012050,Consumo,Metropolitana,1750028,802,0,0,0.0,0.011135,0.029333,0.6331
A007183,Microempresa,Metropolitana,2868072,828,223,2662419,0.4,0.007862,0.019171,0.6248
A000635,Consumo,Biobío,1991139,876,0,0,0.0,0.004125,0.010943,0.6329
A009966,Consumo,Metropolitana,4180056,716,0,0,0.0,0.034746,0.073747,0.6507
A001960,Tarjeta,Biobío,322172,759,83,694595,0.4,0.019735,0.051923,0.7317
A006498,Consumo,Metropolitana,4436131,761,0,0,0.0,0.019219,0.046226,0.5621
A005172,Consumo,Otras,1419534,950,71,0,0.0,0.001522,0.004859,0.6168
A003902,Automotriz,Metropolitana,1964096,596,456,0,0.0,0.154113,0.386363,0.3972
A000977,Tarjeta,Metropolitana,2144987,688,0,1401086,0.4,0.049928,0.145942,0.6977
A001030,Tarjeta,Metropolitana,3131368,780,0,3125086,0.4,0.014932,0.040871,0.5915
A010255,Automotriz,Biobío,4766515,950,0,0,0.0,0.001522,0.004721,0.3295
A004597,Consumo,Valparaíso,460309,950,0,0,0.0,0.001522,0.003522,0.701
A001441,Tarjeta,Metropolitana,2678731,718,0,4727164,0.4,0.033851,0.094464,0.7366
A012822,Consumo,Biobío,484226,928,0,0,0.0,0.002047,0.00613,0.7216
A002246,Consumo,Biobío,1040455,889,0,0,0.0,0.003463,0.011021,0.525
A008144,Tarjeta,Otras,5149329,779,0,11222695,0.4,0.015132,0.037478,0.563
A010400,Tarjeta,Otras,386589,861,0,520476,0.4,0.005048,0.015336,0.7039
A006237,Consumo,Otras,855813,829,0,0,0.0,0.007757,0.021011,0.593
A000928,Tarjeta,Biobío,442777,859,66,579963,0.4,0.005185,0.016488,0.7197
A000481,Tarjeta,Biobío,827217,830,0,288574,0.4,0.007654,0.016654,0.6476
A007835,Consumo,Otras,3929136,787,0,0,0.0,0.013603,0.046201,0.6298
A011671,Consumo,Valparaíso,938908,853,0,0,0.0,0.005621,0.015545,0.7511
A012302,Consumo,Valparaíso,2666250,812,0,0,0.0,0.009741,0.026437,0.5627
A000874,Tarjeta,Otras,3920512,930,0,4634408,0.4,0.001993,0.005014,0.7843
A012732,Microempresa,Metropolitana,4532906,950,0,2045586,0.4,0.001522,0.005161,0.4891
A013064,Microempresa,Metropolitana,2316427,812,0,2180003,0.4,0.009741,0.02634,0.5373
A001246,Automotriz,Metropolitana,3538392,829,0,0,0.0,0.007757,0.017521,0.3584
A014806,Tarjeta,Metropolitana,1340943,827,0,579762,0.4,0.007968,0.023708,0.7477
A010459,Consumo,Metropolitana,4202887,917,0,0,0.0,0.002375,0.005904,0.5786
A014666,Consumo,Metropolitana,1073691,894,63,0,0.0,0.003237,0.010244,0.6401
A002687,Microempresa,Biobío,5333558,837,0,6539612,0.4,0.006968,0.020674,0.4994
A013159,Automotriz,Valparaíso,1054681,814,23,0,0.0,0.009484,0.030252,0.4828
A003139,Consumo,Otras,1202717,934,0,0,0.0,0.001888,0.005332,0.6589
A002557,Tarjeta,Metropolitana,2599620,786,0,916399,0.4,0.013785,0.044368,0.6623
A000411,Microempresa,Biobío,2594065,913,0,5529813,0.4,0.002506,0.007474,0.493
A014237,Automotriz,Valparaíso,1811376,845,0,0,0.0,0.006258,0.018722,0.3632
A006034,Consumo,Metropolitana,628396,748,0,0,0.0,0.022826,0.051213,0.6624
A013627,Consumo,Metropolitana,792755,818,0,0,0.0,0.008989,0.029601,0.6178
A003896,Consumo,Metropolitana,1749353,848,0,0,0.0,0.006011,0.019855,0.7408
A011542,Tarjeta,Metropolitana,852361,723,0,1778688,0.4,0.031709,0.079476,0.7927
A007862,Automotriz,Metropolitana,7245129,810,25,0,0.0,0.010005,0.029702,0.338
A001244,Tarjeta,Metropolitana,813518,844,0,1231273,0.4,0.006343,0.016674,0.7117
A004618,Tarjeta,Metropolitana,1019796,816,30,1518848,0.4,0.009233,0.024694,0.7129
A013917,Tarjeta,Metropolitana,1520854,736,23,1749773,0.4,0.026737,0.088978,0.7624
A001067,Consumo,Metropolitana,3313668,936,0,0,0.0,0.001838,0.004752,0.6004
A001277,Consumo,Metropolitana,2218399,746,0,0,0.0,0.023437,0.070201,0.6351
A003058,Automotriz,Otras,5239630,846,0,0,0.0,0.006175,0.020339,0.4024
A003122,Automotriz,Metropolitana,4530673,841,0,0,0.0,0.006604,0.015774,0.3752
A007316,Tarjeta,Otras,479147,733,0,403010,0.4,0.027813,0.060462,0.6561
A008777,Consumo,Metropolitana,3235706,950,0,0,0.0,0.001522,0.003911,0.669
A003493,Tarjeta,Metropolitana,244787,798,0,143371,0.4,0.011746,0.030185,0.7792
A012099,Consumo,Metropolitana,1048317,888,0,0,0.0,0.00351,0.010294,0.668
A008311,Tarjeta,Metropolitana,1452158,742,0,3053479,0.4,0.024706,0.079284,0.7172
A001250,Tarjeta,Otras,1275325,878,0,2477564,0.4,0.004016,0.012597,0.6987
A006095,Tarjeta,Otras,1625684,777,0,607390,0.4,0.01554,0.052001,0.6984
A003752,Consumo,Metropolitana,491494,932,0,0,0.0,0.00194,0.005894,0.5412
A004142,Consumo,Metropolitana,532923,781,0,0,0.0,0.014735,0.036899,0.6201
A013409,Tarjeta,Metropolitana,3403065,878,0,3679865,0.4,0.004016,0.012051,0.6985
A009469,Consumo,Metropolitana,399467,923,0,0,0.0,0.00219,0.007027,0.6436
A009741,Consumo,Metropolitana,2281177,837,192,0,0.0,0.006968,0.022423,0.589
A013486,Tarjeta,Metropolitana,742666,797,0,1209386,0.4,0.011904,0.0289,0.6682
A010605,Consumo,Metropolitana,2564017,903,0,0,0.0,0.002868,0.008929,0.699
A007284,Automotriz,Metropolitana,703710,890,96,0,0.0,0.003417,0.010515,0.3613
A000678,Automotriz,Otras,4044387,936,0,0,0.0,0.001838,0.005145,0.3786
A003821,Tarjeta,Otras,387047,878,0,487372,0.4,0.004016,0.009288,0.6592
A005889,Tarjeta,Valparaíso,873242,797,31,1718746,0.4,0.011904,0.030728,0.7038
A003740,Consumo,Metropolitana,3035348,733,0,0,0.0,0.027813,0.064143,0.6418
A007956,Tarjeta,Metropolitana,2769251,950,0,2411040,0.4,0.001522,0.003707,0.7878
A008465,Tarjeta,Metropolitana,1758023,768,0,3554480,0.4,0.017515,0.04517,0.6764
A003027,Consumo,Otras,2140352,832,15,0,0.0,0.007451,0.016247,0.6017
A000454,Tarjeta,Metropolitana,1557401,895,2,2555789,0.4,0.003194,0.007685,0.7225
A005362,Consumo,Biobío,1716464,875,0,0,0.0,0.004181,0.01126,0.6455
A003955,Tarjeta,Metropolitana,1030729,849,0,694274,0.4,0.005931,0.01537,0.7315
A000540,Consumo,Metropolitana,1091333,802,0,0,0.0,0.011135,0.031603,0.6166
A013702,Consumo,Biobío,476158,839,0,0,0.0,0.006783,0.014343,0.539
A010882,Consumo,Metropolitana,1560421,768,0,0,0.0,0.017515,0.047876,0.5873
A013460,Microempresa,Biobío,2115332,864,0,2156001,0.4,0.004848,0.01142,0.5802
A000294,Automotriz,Valparaíso,5559608,813,0,0,0.0,0.009612,0.029013,0.3723
A014834,Consumo,Metropolitana,611252,776,0,0,0.0,0.015749,0.036565,0.6499
A001181,Consumo,Metropolitana,789824,796,49,0,0.0,0.012064,0.036092,0.5819
A010067,Consumo,Otras,290646,777,0,0,0.0,0.01554,0.043986,0.6552
A008147,Consumo,Valparaíso,1872787,793,0,0,0.0,0.012557,0.035349,0.6165
A004338,Microempresa,Biobío,2254898,780,0,3748016,0.4,0.014932,0.032143,0.5987
A002377,Consumo,Biobío,2268442,690,53,0,0.0,0.048662,0.108495,0.5355
A000676,Microempresa,Otras,2633249,830,18,1692606,0.4,0.007654,0.016759,0.541
A000716,Consumo,Metropolitana,2099367,865,0,0,0.0,0.004783,0.012788,0.6098
A005619,Automotriz,Otras,513157,884,0,0,0.0,0.003704,0.012032,0.4229
A007547,Consumo,Otras,6166977,848,0,0,0.0,0.006011,0.019576,0.6055
A004818,Consumo,Metropolitana,381479,887,0,0,0.0,0.003557,0.010049,0.709
A008516,Consumo,Metropolitana,1315559,895,0,0,0.0,0.003194,0.008263,0.6283
A011835,Consumo,Metropolitana,5125919,950,0,0,0.0,0.001522,0.004823,0.6318
A004036,Consumo,Metropolitana,1147530,814,0,0,0.0,0.009484,0.020939,0.5586
A009995,Automotriz,Metropolitana,792886,908,27,0,0.0,0.002681,0.005846,0.3066
A011680,Consumo,Otras,1426151,868,0,0,0.0,0.004594,0.009873,0.6426
A002802,Consumo,Metropolitana,271732,777,0,0,0.0,0.01554,0.036909,0.5546
A012369,Consumo,Metropolitana,1042623,902,0,0,0.0,0.002907,0.006327,0.5854
A008694,Consumo,Metropolitana,442540,818,0,0,0.0,0.008989,0.019903,0.5686
A012400,Tarjeta,Metropolitana,727168,832,0,1260304,0.4,0.007451,0.021507,0.7912
A014742,Tarjeta,Otras,1849144,820,0,2353606,0.4,0.008752,0.027984,0.7146
A002455,Consumo,Metropolitana,1456540,906,0,0,0.0,0.002754,0.009179,0.679
A006523,Consumo,Valparaíso,481312,909,0,0,0.0,0.002645,0.008424,0.6382
A012063,Consumo,Valparaíso,1317446,892,0,0,0.0,0.003326,0.008645,0.6755
A009655,Tarjeta,Metropolitana,1497706,828,0,2642647,0.4,0.007862,0.02478,0.8109
A006672,Consumo,Otras,1837840,719,0,0,0.0,0.033412,0.084646,0.6656
A010868,Automotriz,Metropolitana,4337754,830,0,0,0.0,0.007654,0.021259,0.4436
A001192,Consumo,Metropolitana,786560,789,0,0,0.0,0.013245,0.043717,0.6111
A007285,Microempresa,Otras,2394499,841,0,1949111,0.4,0.006604,0.01945,0.5238
A005032,Consumo,Otras,2100645,868,64,0,0.0,0.004594,0.014128,0.6095
A012242,Tarjeta,Biobío,4891963,705,19,3240105,0.4,0.040091,0.092892,0.7415
A003380,Consumo,Valparaíso,367221,871,0,0,0.0,0.004412,0.014545,0.6133
A013729,Consumo,Otras,1260354,805,0,0,0.0,0.010697,0.031577,0.6083
A003717,Consumo,Metropolitana,5321917,777,229,0,0.0,0.01554,0.033124,0.5739
A000068,Consumo,Otras,2777899,885,0,0,0.0,0.003655,0.009702,0.5808
A011948,Automotriz,Metropolitana,1608243,756,105,0,0.0,0.020535,0.052785,0.2839
A002231,Tarjeta,Otras,2414561,868,230,1588006,0.4,0.004594,0.012549,0.7429
A013712,Tarjeta,Otras,2323257,850,0,1150543,0.4,0.005852,0.016572,0.6801
A002038,Consumo,Metropolitana,3047447,829,2,0,0.0,0.007757,0.017953,0.6691
A003690,Tarjeta,Metropolitana,4897821,798,0,6881844,0.4,0.011746,0.035945,0.6886
A001969,Tarjeta,Otras,443197,821,81,151727,0.4,0.008635,0.027543,0.6308
A002608,Consumo,Metropolitana,10080546,824,0,0,0.0,0.008295,0.018685,0.6395
A002804,Consumo,Metropolitana,2972624,814,0,0,0.0,0.009484,0.022509,0.5537
A002057,Consumo,Otras,2162155,950,17,0,0.0,0.001522,0.005021,0.6185
A012716,Consumo,Otras,1122068,741,0,0,0.0,0.025034,0.052651,0.6592
A009620,Tarjeta,Metropolitana,916096,837,0,1249341,0.4,0.006968,0.021786,0.7153
A006119,Consumo,Metropolitana,2304800,816,0,0,0.0,0.009233,0.025942,0.6692
A001750,Microempresa,Otras,470195,744,0,411882,0.4,0.024063,0.051339,0.5411
A009975,Consumo,Otras,1038598,811,0,0,0.0,0.009872,0.024729,0.6499
A007579,Consumo,Metropolitana,5769248,799,0,0,0.0,0.01159,0.03443,0.5518
A004783,Consumo,Otras,641427,740,0,0,0.0,0.025366,0.069081,0.6322
A013520,Automotriz,Valparaíso,1657037,904,0,0,0.0,0.002829,0.00633,0.3925
A010037,Microempresa,Otras,3610133,804,0,3242344,0.4,0.010841,0.028069,0.6692
A012871,Consumo,Metropolitana,3896615,908,0,0,0.0,0.002681,0.006074,0.6724
A011618,Consumo,Metropolitana,1346110,761,0,0,0.0,0.019219,0.057871,0.7312
A004332,Consumo,Otras,4800353,748,0,0,0.0,0.022826,0.06807,0.5822
A011644,Tarjeta,Valparaíso,1259420,801,0,644042,0.4,0.011285,0.033123,0.6917
